datetime,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total_count,total_count_smoothed_log,total_count_smoothed_moving_average,total_count_smoothed_holt,total_count_smoothed_holt_winters,total_count_smoothed_exponential_holt,total_count_smoothed_savgol,total_count_smoothed_damped_holt,total_count_smoothed_kalman
2011-01-02 12:00:00,2011-01-02,1,0,1,12,0,0,0,2,0.36,0.3333,0.66,0.2985,20,73,93,4.532599493153256,35.285714285714285,81.40699206117651,69.91417349562815,137.23017657048956,79.47619047619057,86.65912363229857,77.15387435628631
2011-01-02 13:00:00,2011-01-02,1,0,1,13,0,0,0,2,0.36,0.3485,0.66,0.1343,11,64,75,4.31748811353631,45.714285714285715,104.65135821213816,92.88457086747813,195.08861218383464,76.7142857142858,109.46269627383185,73.2121065927192
2011-01-02 14:00:00,2011-01-02,1,0,1,14,0,0,0,3,0.36,0.3485,0.76,0.194,4,55,59,4.07753744390572,54.0,86.15863752113174,75.08942285433739,206.87958765696723,73.5238095238096,91.49837538258637,67.48244542187126
2011-01-02 15:00:00,2011-01-02,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74,4.30406509320417,63.42857142857143,69.50598986739436,59.080447114271685,193.10856062609272,69.3333333333334,75.32209190665091,70.2352296728946
2011-01-02 16:00:00,2011-01-02,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76,4.330733340286331,71.42857142857143,84.45365954297169,73.92540223557135,201.0685722770054,71.04761904761912,90.00448425631058,69.22324359681257
2011-01-02 17:00:00,2011-01-02,1,0,1,17,0,0,0,1,0.34,0.3333,0.57,0.194,7,58,65,4.174387269895637,73.14285714285714,86.31912802732506,75.98962701117786,206.48803470729658,65.66666666666673,91.90653796836945,61.434501117543086
2011-01-02 18:00:00,2011-01-02,1,0,1,18,0,0,0,2,0.36,0.3333,0.46,0.3284,10,43,53,3.970291913552122,70.71428571428571,74.88092037628842,65.05494813505588,195.1518620225173,48.80952380952386,80.81003265293629,50.08025975581668
2011-01-02 19:00:00,2011-01-02,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30,3.4011973816621555,61.714285714285715,62.36795176194907,53.06027474067528,173.09508848664396,37.04761904761909,68.6550556994617,35.806278149906944
2011-01-02 20:00:00,2011-01-02,1,0,1,20,0,0,0,1,0.3,0.2727,0.39,0.3582,5,17,22,3.091042453358316,54.142857142857146,38.6574087892792,30.115301373703378,132.6720382589307,26.666666666666696,45.55031304307068,27.33857469390416
2011-01-02 21:00:00,2011-01-02,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31,3.4339872044851463,50.142857142857146,30.186207237829983,22.04057650686852,99.50377295081249,19.095238095238116,37.31889912855668,24.209445931805533
2011-01-02 22:00:00,2011-01-02,1,0,1,22,0,0,0,1,0.24,0.2121,0.44,0.2985,0,9,9,2.1972245773362196,40.857142857142854,39.118033972438624,30.95520288253434,90.07868813942994,14.952380952380969,46.08010814019204,14.289763101512442
2011-01-02 23:00:00,2011-01-02,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8,2.0794415416798357,31.142857142857142,16.562750092217303,9.109776014412672,59.69225109079975,9.1904761904762,24.079776472752375,9.659843372731792
2011-01-03 00:00:00,2011-01-03,1,0,1,0,0,1,1,1,0.22,0.197,0.44,0.3582,0,5,5,1.6094379124341003,22.571428571428573,15.253132323767447,8.005548880072064,41.33383549804084,2.714285714285719,22.824247116713213,6.6897670166829375
2011-01-03 01:00:00,2011-01-03,1,0,1,1,0,1,1,1,0.2,0.1667,0.44,0.4179,0,2,2,0.6931471805599453,15.285714285714286,12.019897155667154,5.01502774440036,27.724345109608972,0.23809523809524058,19.683775210127287,5.40945767731702
2011-01-03 04:00:00,2011-01-03,1,0,1,4,0,1,1,1,0.16,0.1364,0.47,0.3881,0,1,1,0.0,11.142857142857142,8.782541725504288,2.015075138722002,16.941493116457544,-0.09523809523809024,16.535384370571848,7.538606015268123
2011-01-03 05:00:00,2011-01-03,1,0,1,5,0,1,1,1,0.16,0.1364,0.47,0.2836,0,3,3,1.0986122886681098,8.428571428571429,7.587904689501274,1.00507537569361,9.99644006766348,4.142857142857155,15.378642448391435,16.206360368487353
2011-01-03 06:00:00,2011-01-03,1,0,1,6,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,3.4011973816621555,8.285714285714286,9.463785305744508,2.990025376878468,8.350680766084697,42.714285714285765,17.21862972534077,38.08047509019393
2011-01-03 07:00:00,2011-01-03,1,0,1,7,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,4.1588830833596715,16.142857142857142,36.82224485055621,29.864950126884395,36.711512550200844,82.6190476190477,43.952521325473434,68.03506490209443
2011-01-03 08:00:00,2011-01-03,1,0,1,8,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,5.0369526024136295,37.0,71.42967183975236,63.82932475063442,89.36585675634113,100.19047619047629,77.77800127859247,102.02471961608936
2011-01-03 09:00:00,2011-01-03,1,0,1,9,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,4.477336814478207,48.857142857142854,163.0990587160519,153.54914662375316,217.5682236966432,93.66666666666677,167.36585453962243,84.03909394617367
2011-01-03 10:00:00,2011-01-03,1,0,1,10,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,3.784189633918261,54.857142857142854,96.11716885030579,88.32774573311877,214.39387505014878,73.19047619047626,101.99850622709388,62.092562222431624
2011-01-03 11:00:00,2011-01-03,1,0,1,11,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,3.9318256327243257,62.0,50.77375225595269,44.221638728665596,163.2637311753951,46.28571428571435,57.749939573131385,58.238592721121215
2011-01-03 12:00:00,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,4.110873864173311,70.28571428571429,57.51736829019045,50.96610819364333,141.8734341391354,54.38095238095244,64.35843236664397,61.62321594093202
2011-01-03 13:00:00,2011-01-03,1,0,1,13,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,4.110873864173311,74.71428571428571,67.58317904794508,60.949830540968215,140.0317642487281,65.90476190476198,74.20789718154347,65.63105510167485
2011-01-03 14:00:00,2011-01-03,1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,4.343805421853684,76.57142857142857,67.47832924847333,60.999749152704844,138.05947435083368,63.4285714285715,74.12393241150899,74.26994936409253
2011-01-03 15:00:00,2011-01-03,1,0,1,15,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,4.276666119016055,64.85714285714286,83.62225004913739,76.91999874576352,152.94989847408277,78.09523809523819,89.91321696544061,80.17879299060272
2011-01-03 16:00:00,2011-01-03,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,4.330733340286331,63.142857142857146,78.45400969826221,72.02459999372881,154.5200813086649,107.90476190476201,84.88612287373925,94.26642960771562
2011-01-03 17:00:00,2011-01-03,1,0,1,17,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,5.056245805348308,79.28571428571429,82.35032252147161,75.98012299996864,158.46291425851854,132.61904761904776,88.71214650785797,126.62049583254415
2011-01-03 18:00:00,2011-01-03,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,5.056245805348308,94.42857142857143,164.7244480604848,156.59490061499986,243.91392313834396,135.09523809523824,169.2063261621019,128.59505788991683
2011-01-03 19:00:00,2011-01-03,1,0,1,19,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,4.700480365792417,101.42857142857143,164.95423781458268,156.997974503075,286.9510257655424,117.09523809523822,169.4821170219189,102.16467783720637
2011-01-03 20:00:00,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,3.9512437185814275,100.14285714285714,116.89500416115361,110.23498987251538,258.95760974856,72.80952380952388,122.58842583636965,67.89897562170225
2011-01-03 21:00:00,2011-01-03,1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,3.9512437185814275,96.57142857142857,57.41500140968059,52.29117494936258,183.73418665711674,39.904761904761955,64.5140939150423,49.53224902790036
2011-01-03 22:00:00,2011-01-03,1,0,1,22,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,2.995732273553991,89.14285714285714,56.98995885376563,52.00145587474682,144.2546840301799,22.428571428571455,64.10087803675594,28.697771461998848
2011-01-03 23:00:00,2011-01-03,1,0,1,23,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,2.4849066497880004,80.0,24.275905450171784,20.160007279373733,91.46889271533661,13.809523809523826,32.134084724701694,16.56106535809618
2011-01-04 00:00:00,2011-01-04,1,0,1,0,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,1.6094379124341003,58.285714285714285,15.862967247598904,12.040800036396869,56.696481765106725,3.5238095238095304,23.89313164678044,8.985424612289686
2011-01-04 01:00:00,2011-01-04,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,0.6931471805599453,36.142857142857146,8.599840433983562,5.035204000181984,32.38542145930631,2.095238095238099,16.767141201226398,5.395208478772879
2011-01-04 02:00:00,2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,0.0,20.571428571428573,5.422953204066567,2.01517602000091,17.463231221188025,-1.8095238095238078,13.628329856324676,5.200200824028952
2011-01-04 04:00:00,2011-01-04,1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,0.6931471805599453,13.428571428571429,4.307810809682316,1.0050758801000046,9.230628382078269,-1.9047619047619004,12.500846904464483,9.205393993313978
2011-01-04 05:00:00,2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,1.3862943611198906,6.571428571428571,5.242835326356687,1.9950253794005,6.203391901914188,8.523809523809543,13.374798051229028,20.41598115591298
2011-01-04 06:00:00,2011-01-04,1,0,1,6,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,3.58351893845611,8.857142857142858,7.208214305035861,3.9899751268970025,6.616662945509867,56.2380952380953,15.255021404313748,48.04254947442497
2011-01-04 07:00:00,2011-01-04,1,0,1,7,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,4.543294782270004,20.571428571428573,39.73672185784966,35.83994987563449,38.57637874438904,103.42857142857153,46.99438453105516,87.71166726736195
2011-01-04 08:00:00,2011-01-04,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,5.187385805840755,45.42857142857143,98.8884596799633,93.70919974937817,113.27012870263874,120.42857142857156,104.7567305406003,121.09245232766087
2011-01-04 09:00:00,2011-01-04,1,0,1,9,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,4.605170185988092,59.42857142857143,185.64760950491538,178.57354599874688,237.44981435351156,107.19047619047629,189.51793801772666,96.56568971562064
2011-01-04 10:00:00,2011-01-04,1,0,1,10,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,3.7376696182833684,65.28571428571429,105.4575177635615,100.39286772999374,219.29404336800258,77.38095238095246,111.21903454697764,68.60461681920101
2011-01-04 11:00:00,2011-01-04,1,0,1,11,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,4.04305126783455,73.14285714285714,45.85074518523878,42.29196433864997,150.69160399019256,58.38095238095245,53.00300716005695,67.2481607419824
2011-01-04 12:00:00,2011-01-04,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,4.356708826689592,83.71428571428571,60.740521822299165,56.92645982169325,130.32886247555737,69.28571428571436,67.53075162702882,76.13986540674621
2011-01-04 13:00:00,2011-01-04,1,0,1,13,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,4.574710978503383,92.42857142857143,82.11681153602919,77.89463229910847,140.14753177793023,78.14285714285722,88.39391425676239,83.17143547825621
2011-01-04 14:00:00,2011-01-04,1,0,1,14,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,4.143134726391533,88.0,101.47951985743218,96.90447316149555,162.8731633203379,64.66666666666674,107.2996152074009,76.37444102802242
2011-01-04 15:00:00,2011-01-04,1,0,1,15,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,4.174387269895637,71.71428571428571,66.83929324078078,63.16952236580748,139.86542490086168,82.76190476190486,73.45635352219693,82.95188760581102
2011-01-04 16:00:00,2011-01-04,1,0,1,16,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,4.418840607796598,69.28571428571429,68.61273624363314,64.99084761182904,129.73439950562252,121.90476190476203,75.1739556662056,107.48122178941067
2011-01-04 17:00:00,2011-01-04,1,0,1,17,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,5.356586274672012,93.57142857142857,86.87074038246637,82.90995423805914,141.439125115709,160.5238095238097,92.99199784243679,156.49177776242098
2011-01-04 18:00:00,2011-01-04,1,0,1,18,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,5.204006687076795,111.42857142857143,218.26658029013313,211.3545497711903,271.7492788317656,162.0476190476192,221.34749965592943,149.99411149785226
2011-01-04 19:00:00,2011-01-04,1,0,1,19,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,4.718498871295094,116.28571428571429,188.21868279558245,182.14677274885597,304.6701203572369,130.6666666666668,192.0359758428761,111.49055673113584
2011-01-04 20:00:00,2011-01-04,1,0,1,20,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,3.9889840465642745,110.14285714285714,116.62181470252168,112.35073386374428,251.6105900588189,73.47619047619057,122.13314189656448,72.47755869555526
2011-01-04 21:00:00,2011-01-04,1,0,1,21,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,3.871201010907891,108.0,57.07770745489294,54.291753669318716,169.60803279973538,41.095238095238145,63.9695866515169,51.94211935552991
2011-01-04 22:00:00,2011-01-04,1,0,1,22,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,3.5553480614894135,103.71428571428571,50.59600698239217,48.03145876834659,124.08071868565848,25.85714285714289,57.61090658173821,35.348799371034474
2011-01-04 23:00:00,2011-01-04,1,0,1,23,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,2.3978952727983707,93.42857142857143,37.260969032107226,35.065157293841736,89.8442939730765,17.76190476190478,44.54657530755168,19.104278757573507
2011-01-05 00:00:00,2011-01-05,1,0,1,0,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,1.791759469228055,64.0,12.695269655069795,11.120325786469209,51.26395526683198,7.380952380952391,20.503613938033645,10.964036901686052
2011-01-05 01:00:00,2011-01-05,1,0,1,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,1.791759469228055,38.857142857142854,7.439620102464119,6.025601628932346,28.67511102620644,2.523809523809528,15.31361164208013,7.787831947484648
2011-01-05 02:00:00,2011-01-05,1,0,1,2,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,0.6931471805599453,23.142857142857142,7.379407095369137,6.000128008144661,18.237887266725394,0.04761904761904967,15.194333257561661,6.399458940767892
2011-01-05 04:00:00,2011-01-05,1,0,1,4,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,0.6931471805599453,15.714285714285714,3.2723025182005006,2.020000640040723,9.867335844509538,-1.285714285714281,11.12095950584802,9.410544874819028
2011-01-05 05:00:00,2011-01-05,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,1.0986122886681098,9.285714285714286,3.2217762500627183,2.0001000032002034,6.086247838371678,4.714285714285731,11.009144298577727,19.832175683689194
2011-01-05 06:00:00,2011-01-05,1,0,1,6,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,3.4965075614664802,9.0,4.211295903675164,2.9950005000160007,5.2623599322561825,54.00000000000006,11.91316088677176,47.08598217624855
2011-01-05 07:00:00,2011-01-05,1,0,1,7,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,4.477336814478207,20.0,34.74485152034713,32.84997500250008,32.987548361035216,105.71428571428581,41.68102697714679,88.42577084505646
2011-01-05 08:00:00,2011-01-05,1,0,1,8,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,5.272999558563747,47.0,90.87785092637259,87.7242498750125,98.84171356856179,131.19047619047632,96.47156434630915,130.19133035892082
2011-01-05 09:00:00,2011-01-05,1,0,1,9,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,4.74493212836325,62.57142857142857,200.07788570046506,194.46362124937508,234.12001005483953,118.80952380952394,203.1331909845948,107.14822023170605
2011-01-05 10:00:00,2011-01-05,1,0,1,10,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,4.04305126783455,70.42857142857143,119.0184279269402,115.39731810624687,221.35224917341378,89.0000000000001,123.97155922617966,76.2533303361973
2011-01-05 11:00:00,2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,3.828641396489095,76.71428571428571,59.44123077834951,57.29198659053123,158.62341592165853,56.285714285714356,65.77384510123343,64.61177077688586
2011-01-05 12:00:00,2011-01-05,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,4.3694478524670215,87.57142857142857,47.881507780670006,46.05645993295266,117.45889636487144,59.90476190476197,54.451518834945986,71.5819819944603
2011-01-05 13:00:00,2011-01-05,1,0,1,13,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,4.2626798770413155,93.0,81.39223500519213,78.83528229966477,128.36571132419735,65.47619047619054,87.14879885565732,71.13417520649504
2011-01-05 14:00:00,2011-01-05,1,0,1,14,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,4.127134385045092,89.28571428571429,73.35482263033818,71.03917641149832,125.32625914040295,60.19047619047626,79.26797910571476,70.82054362502483
2011-01-05 15:00:00,2011-01-05,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,4.127134385045092,70.28571428571429,64.09197941906866,62.04519588205749,114.85967767045331,77.47619047619057,70.19000167356889,79.32745566857943
2011-01-05 16:00:00,2011-01-05,1,0,1,16,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,4.48863636973214,66.57142857142857,63.996353014337,62.00022597941029,109.38022773157417,115.33333333333346,70.0627684125129,105.16182338071349
2011-01-05 17:00:00,2011-01-05,1,0,1,17,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,5.247024072160486,85.57142857142857,91.45026144438431,88.86500112989704,131.1906626534195,150.38095238095252,96.84877947416368,147.15801447356105
2011-01-05 18:00:00,2011-01-05,1,0,1,18,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,5.1298987149230735,103.14285714285714,194.40554777018988,189.4943250056495,234.46497577176166,163.76190476190493,197.40745073412884,146.31222003996965
