hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,year,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,holiday,workingday,temp,humidity_windspeed,season_1,season_2,season_3,season_4,Clear,Few clouds,Partly cloudy,Mist,Cloudy,Broken clouds,Light Snow,Light Rain,Thunderstorm,Scattered clouds,Heavy Rain,Ice Pallets,Snow,Fog,casual,registered,total_count,total_count_smoothed_kalman
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.44,0.232552,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,15,52,67,66.75246721456102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.42,0.22325599999999998,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,9,26,35,47.37289540459064
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.42,0.22325599999999998,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,6,31,37,40.36621899921089
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.4,0.22071899999999997,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11,25,36,36.72576159304203
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.4,0.16878,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,31,34,33.81106577991519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.4,0.210466,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11,17,28,30.707435746703545
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0,0,1,0,0,0.46,0.26267999999999997,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,15,24,39,30.31124146019545
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.46,0.26267999999999997,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4,13,17,21.226288633882803
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.44,0.23847799999999997,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,16,17,16.367624441452964
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.42,0.2836,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,8,9,10.87658469047609
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.46,0.18236,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,4,6,7.2621296299753055
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.46,0.18236,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,3,4.909804199449824
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.42,0.229845,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,2,4.467282968374167
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.4,0.14744000000000002,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6.492044705672677
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.4,0.15896899999999997,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,8,8,14.008851148643863
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.38,0.17016399999999998,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,19,20,27.534508740258914
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.181359,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7,46,53,48.59467507213288
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.18012699999999998,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,16,54,70,65.24951647613973
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.19701,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,20,73,93,77.15387435628631
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.08863800000000001,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11,64,75,73.2121065927192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.14744000000000002,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,4,55,59,67.48244542187126
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.34,0.133002,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,19,55,74,70.2352296728946
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.34,0.116582,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,9,67,76,69.22324359681257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.34,0.11058,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,58,65,61.434501117543086
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.36,0.15106400000000003,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,10,43,53,50.08025975581668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.32,0.188076,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,29,30,35.806278149906944
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.3,0.13969800000000002,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,17,22,27.33857469390416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.26,0.144496,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,20,31,24.209445931805533
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.24,0.13133999999999998,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,9,14.289763101512442
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2011,1,0,0,0,0,0,0,0,0,0.22,0.077174,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9.659843372731792
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.22,0.157608,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6.6897670166829375
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.2,0.183876,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5.40945767731702
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.16,0.18240699999999999,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.538606015268123
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.16,0.133292,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16.206360368487353
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.14,0.19405,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,30,30,38.08047509019393
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.14,0.097,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,63,64,68.03506490209443
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.14,0.1418,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,153,154,102.02471961608936
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.16,0.166883,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,81,88,84.03909394617367
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.18,0.109091,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,33,44,62.09256222243162
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.2,0.13136,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10,41,51,58.238592721121215
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.22,0.10447499999999998,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,13,48,61,61.62321594093202
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.24,0.09926,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,53,61,65.63105510167485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.26,0.08508,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,66,77,74.26994936409253
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.26,0.07611,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,14,58,72,80.17879299060272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.26,0.07611,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,67,76,94.26642960771562
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.24,0.06717,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,146,157,126.62049583254417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.24,0.03344,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,148,157,128.59505788991683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.2,0.0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,102,110,102.16467783720636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.2,0.04911499999999999,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,49,52,67.89897562170225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.18,0.085952,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,49,52,49.53224902790036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.14,0.092667,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28.697771461998848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,1,0,0,0,0,0,0,1,0.18,0.057475000000000005,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11,12,16.56106535809618
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.16,0.057475000000000005,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8.985424612289686
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.16,0.061654999999999995,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5.395208478772879
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.14,0.084609,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.200200824028952
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.14,0.056448,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9.205393993313978
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.12,0.07106,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20.41598115591298
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.12,0.07733,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,36,48.04254947442497
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.12,0.099382,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,92,94,87.71166726736195
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.14,0.113298,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,177,179,121.09245232766088
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.16,0.143296,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,98,100,96.56568971562064
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.16,0.226596,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,5,37,42,68.60461681920101
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.22,0.152235,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,50,57,67.2481607419824
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.22,0.08374200000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,66,78,76.13986540674621
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.24,0.10864000000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,79,97,83.17143547825621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.26,0.116428,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,54,63,76.37444102802242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.28,0.13192399999999999,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,17,48,65,82.95188760581102
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,1,0,0,0,0,0,1,0.3,0.12431299999999999,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15,68,83,107.48122178941068
